ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
25017	Player/Characters/M1/Prefab/M1_TS004_Head.prefab		head	天山（男）校服T4·颜色2		1		M1_TS004_Head	0		234|232|160|51	1.19	255|242|219|34	1.55	53|54|58|16	1.16																		
25018	Player/Characters/M1/Prefab/M1_TS004_Head.prefab		head	天山（男）校服T4·颜色3		1		M1_TS004_Head	0		236|226|147|51	1	255|226|176|53	2.05	178|171|167|16	1.16																		
25019	Player/Characters/M1/Prefab/M1_TS004_Head.prefab		head	天山（男）校服T4·颜色4		1		M1_TS004_Head	0		243|240|197|32	1.19	109|178|247|34	1.55	227|228|220|0	1.16																		
25020	Player/Characters/M1/Prefab/M1_TS004_Head.prefab		head	天山（男）校服T4·颜色5																														
25501	Player/Characters/F2/Prefab/F2_TS003_Head.prefab	175501	head	天山（女）校服T1·颜色1																														
25502	Player/Characters/F2/Prefab/F2_TS003_Head.prefab	175502	head	天山（女）校服T1·颜色2																														
25503	Player/Characters/F2/Prefab/F2_TS003_Head.prefab	175503	head	天山（女）校服T1·颜色3																														
25504	Player/Characters/F2/Prefab/F2_TS003_Head.prefab	175504	head	天山（女）校服T1·颜色4																														
25505	Player/Characters/F2/Prefab/F2_TS002_Head.prefab	175505	head	天山（女）校服T2·颜色1																														
25506	Player/Characters/F2/Prefab/F2_TS002_Head.prefab	175506	head	天山（女）校服T2·颜色2																														
25507	Player/Characters/F2/Prefab/F2_TS002_Head.prefab	175507	head	天山（女）校服T2·颜色3																														
25508	Player/Characters/F2/Prefab/F2_TS002_Head.prefab	175508	head	天山（女）校服T2·颜色4																														
25509	Player/Characters/F2/Prefab/F2_TS001_Head.prefab	175509	head	天山（女）校服T3·颜色1																														
25510	Player/Characters/F2/Prefab/F2_TS001_Head.prefab	175510	head	天山（女）校服T3·颜色2																														
25511	Player/Characters/F2/Prefab/F2_TS001_Head.prefab	175511	head	天山（女）校服T3·颜色3																														
25512	Player/Characters/F2/Prefab/F2_TS001_Head.prefab	175512	head	天山（女）校服T3·颜色4																														
25513	Player/Characters/F2/Prefab/F2_TS003_Head.prefab	175513	head	天山（女）校服T1·颜色5																														
25514	Player/Characters/F2/Prefab/F2_TS002_Head.prefab	175514	head	天山（女）校服T2·颜色5																														
25515	Player/Characters/F2/Prefab/F2_TS001_Head.prefab	175515	head	天山（女）校服T3·颜色5																														
25516	Player/Characters/F2/Prefab/F2_TS004_Head.prefab		head	天山（女）校服T4·颜色1		1		F2_TS004_Head	0		255|255|255|255	1	58|55|53|93	1	208|225|255|255	1																		
25517	Player/Characters/F2/Prefab/F2_TS004_Head.prefab		head	天山（女）校服T4·颜色2		1		F2_TS004_Head	0		255|255|255|255	1	35|19|10|255	1	255|202|213|255	1																		
25518	Player/Characters/F2/Prefab/F2_TS004_Head.prefab		head	天山（女）校服T4·颜色3		1		F2_TS004_Head	0		219|247|255|255	1.25	41|16|16|255	1	255|246|210|255	1.1																		
25519	Player/Characters/F2/Prefab/F2_TS004_Head.prefab		head	天山（女）校服T4·颜色4		1		F2_TS004_Head	0		219|247|255|255	1.25	52|21|21|255	1	255|255|255|255	1																		
25520	Player/Characters/F2/Prefab/F2_TS004_Head.prefab		head	天山（女）校服T4·颜色5																														
26001	Player/Characters/M2/Prefab/M2_BD001_Head.prefab		head	霸刀（男）校服T1·颜色1		1		M2_BD001_Head	0		255|255|255|255	1	255|255|255|0	1	221|221|221|97	1																		
26002	Player/Characters/M2/Prefab/M2_BD001_Head.prefab		head	霸刀（男）校服T1·颜色2		1		M2_BD001_Head	0		255|112|112|255	1	20|18|18|0	1	104|85|73|97	1																		
26003	Player/Characters/M2/Prefab/M2_BD001_Head.prefab		head	霸刀（男）校服T1·颜色3				M2_BD001_Head	1		133|133|133|255	1	20|18|18|0	1	73|87|104|97	1																		
26004	Player/Characters/M2/Prefab/M2_BD001_Head.prefab		head	霸刀（男）校服T1·颜色4				M2_BD001_Head	1		206|142|255|255	1	255|255|255|0	1	221|221|221|97	1																		
26005	Player/Characters/M2/Prefab/M2_BD002_Head.prefab		head	霸刀（男）校服T2·颜色1		1		M2_BD002_Head	0		255|255|255|255	1	255|255|255|0	1	255|255|255|255	1																		
26006	Player/Characters/M2/Prefab/M2_BD002_Head.prefab		head	霸刀（男）校服T2·颜色2				M2_BD002_Head	1		255|174|0|255	1.43	41|41|41|0	1	255|119|119|91	1																		
26007	Player/Characters/M2/Prefab/M2_BD002_Head.prefab		head	霸刀（男）校服T2·颜色3				M2_BD002_Head	1		82|83|255|255	1	255|255|255|0	1	255|255|255|255	1																		
26008	Player/Characters/M2/Prefab/M2_BD002_Head.prefab		head	霸刀（男）校服T2·颜色4				M2_BD002_Head	1		255|82|82|255	1	255|255|255|0	1	255|255|255|255	1																		
26009	Player/Characters/M2/Prefab/M2_BD003_Head.prefab		head	霸刀（男）校服T3·颜色1		1		M2_BD003_Head	0		255|255|255|255	1	255|255|255|0	1	255|255|255|125	1																		
26010	Player/Characters/M2/Prefab/M2_BD003_Head.prefab		head	霸刀（男）校服T3·颜色2				M2_BD003_Head	1		39|165|255|255	1	46|46|46|24	1	41|51|65|190	1																		
26011	Player/Characters/M2/Prefab/M2_BD003_Head.prefab		head	霸刀（男）校服T3·颜色3				M2_BD003_Head	1		75|118|84|255	1	46|46|46|24	1	44|28|28|190	1																		
26012	Player/Characters/M2/Prefab/M2_BD003_Head.prefab		head	霸刀（男）校服T3·颜色4				M2_BD003_Head	1		255|0|0|255	1	255|255|255|24	1	255|255|255|0	1																		
26013	Player/Characters/M2/Prefab/M2_BD001_Head.prefab		head	霸刀（男）校服T1·颜色5				M2_BD001_Head	1		112|148|255|255	2.13	28|28|28|0	1	95|89|127|97	1																		
26014	Player/Characters/M2/Prefab/M2_BD002_Head.prefab		head	霸刀（男）校服T2·颜色5				M2_BD002_Head	1		93|99|0|255	1.43	41|41|41|0	1	174|174|174|91	1																		
26015	Player/Characters/M2/Prefab/M2_BD003_Head.prefab		head	霸刀（男）校服T3·颜色5		1		M2_BD003_Head	0		48|48|48|255	1	255|255|255|0	1	255|255|255|125	1																		
26016	Player/Characters/M2/Prefab/M2_BD004_Head.prefab		head	霸刀（男）校服T4·颜色1		1		M2_BD004_Head	0		255|255|255|255	1	255|255|255|0	1	255|255|255|171	1																		
26017	Player/Characters/M2/Prefab/M2_BD004_Head.prefab		head	霸刀（男）校服T4·颜色2				M2_BD004_Head	1		129|220|228|255	1	39|39|39|0	1	168|79|39|171	1																		
26018	Player/Characters/M2/Prefab/M2_BD004_Head.prefab		head	霸刀（男）校服T4·颜色3				M2_BD004_Head	1		58|173|255|255	1.41	39|39|39|0	1	168|79|39|171	1																		
26019	Player/Characters/M2/Prefab/M2_BD004_Head.prefab		head	霸刀（男）校服T4·颜色4				M2_BD004_Head	1		138|58|255|255	1.41	39|39|39|0	1	168|79|39|171	1																		
26501	Player/Characters/F1/Prefab/F1_BD001_Head.prefab		head	霸刀（女）校服T1·颜色1		1		F1_BD001_head	0		255|233|176|47	1.08	255|255|255|29	1	255|255|255|71	1																		
26502	Player/Characters/F1/Prefab/F1_BD001_Head.prefab		head	霸刀（女）校服T1·颜色2		1		F1_BD001_head	0		255|255|255|72	1	74|63|56|104	1	255|255|255|71	1																		
26503	Player/Characters/F1/Prefab/F1_BD001_Head.prefab		head	霸刀（女）校服T1·颜色3				F1_BD001_head	1		255|255|255|179	1	71|58|47|169	1	255|234|118|147	1.72																		
26504	Player/Characters/F1/Prefab/F1_BD001_Head.prefab		head	霸刀（女）校服T1·颜色4				F1_BD001_head	1		255|211|0|88	1.41	78|73|72|137	1	255|101|193|130	1.91																		
26505	Player/Characters/F1/Prefab/F1_BD002_Head.prefab		head	霸刀（女）校服T2·颜色1		1		F1_BD002_Head	0		255|255|255|45	1	255|255|255|97	1	255|255|255|142	1																		
26506	Player/Characters/F1/Prefab/F1_BD002_Head.prefab		head	霸刀（女）校服T2·颜色2				F1_BD002_Head	1		78|73|71|141	1	255|255|255|97	1	255|218|65|225	1.29																		
26507	Player/Characters/F1/Prefab/F1_BD002_Head.prefab		head	霸刀（女）校服T2·颜色3				F1_BD002_Head	1		78|73|71|141	1	255|255|255|97	1	95|89|255|225	1.29																		
26508	Player/Characters/F1/Prefab/F1_BD002_Head.prefab		head	霸刀（女）校服T2·颜色4				F1_BD002_Head	1		78|73|71|141	1	255|255|255|97	1	255|110|155|225	1.29																		
26509	Player/Characters/F1/Prefab/F1_BD003_Head.prefab		head	霸刀（女）校服T3·颜色1		1		F1_BD003_Head	0		255|255|255|187	1	255|255|255|48	1	255|255|255|134	1																		
26510	Player/Characters/F1/Prefab/F1_BD003_Head.prefab		head	霸刀（女）校服T3·颜色2		1		F1_BD003_Head	0		255|255|255|129	1	74|65|63|106	1	255|255|255|134	1																		
26511	Player/Characters/F1/Prefab/F1_BD003_Head.prefab		head	霸刀（女）校服T3·颜色3				F1_BD003_Head	1		255|240|127|129	1.14	82|76|72|106	1	255|255|255|134	1																		
26512	Player/Characters/F1/Prefab/F1_BD003_Head.prefab		head	霸刀（女）校服T3·颜色4		1		F1_BD003_Head	0		255|255|255|129	1	74|65|63|106	1	255|255|255|134	1																		
26513	Player/Characters/F1/Prefab/F1_BD001_Head.prefab		head	霸刀（女）校服T1·颜色5				F1_BD001_head	1		255|255|255|239	1	82|72|59|146	1	112|148|255|176	2.08																		
26514	Player/Characters/F1/Prefab/F1_BD002_Head.prefab		head	霸刀（女）校服T2·颜色5				F1_BD002_Head	1		78|73|71|141	1	255|255|255|97	1	255|65|65|225	1.29																		
26515	Player/Characters/F1/Prefab/F1_BD003_Head.prefab		head	霸刀（女）校服T3·颜色5		1		F1_BD003_Head	0		255|165|174|129	1.05	74|65|63|106	1	255|255|255|134	1																		
26516	Player/Characters/F1/Prefab/F1_BD004_Head.prefab		head	霸刀（女）校服T4·颜色1		1		F1_BD004_Head	0		255|255|255|121	1	88|76|73|155	1	165|234|255|201	1.76																		
26517	Player/Characters/F1/Prefab/F1_BD004_Head.prefab		head	霸刀（女）校服T4·颜色2				F1_BD004_Head	1		255|255|255|7	1	255|255|255|42	1	106|107|255|185	2																		
26518	Player/Characters/F1/Prefab/F1_BD004_Head.prefab		head	霸刀（女）校服T4·颜色3				F1_BD004_Head	1		255|255|255|78	1	84|63|81|106	1	154|106|255|185	2.24																		
26519	Player/Characters/F1/Prefab/F1_BD004_Head.prefab		head	霸刀（女）校服T4·颜色4				F1_BD004_Head	1		255|255|255|71	1	74|60|55|105	1	255|208|56|155	2.19																		
27001	Player/Characters/M1/Prefab/M1_HS001_Head.prefab		head	华山（男）校服T1·颜色1		1		M1_HS001_Head	0		255|255|255|72	1	255|255|255|179	1	49|42|38|0	1																		
27002	Player/Characters/M1/Prefab/M1_HS001_Head.prefab		head	华山（男）校服T1·颜色2				M1_HS001_Head	1		255|255|234|42	1	255|255|255|128	1	49|42|38|0	1																		
27003	Player/Characters/M1/Prefab/M1_HS001_Head.prefab		head	华山（男）校服T1·颜色3				M1_HS001_Head	1		234|242|255|59	1	255|255|255|126	1	49|42|38|0	1																		
27004	Player/Characters/M1/Prefab/M1_HS001_Head.prefab		head	华山（男）校服T1·颜色4				M1_HS001_Head	1		255|226|165|59	1	255|255|255|94	1	49|42|38|0	1																		
27005	Player/Characters/M1/Prefab/M1_HS002_Head.prefab		head	华山（男）校服T2·颜色1		1		M1_HS002_Head	0		255|255|255|74	1	255|240|161|155	1	37|31|31|0	1																		
27006	Player/Characters/M1/Prefab/M1_HS002_Head.prefab		head	华山（男）校服T2·颜色2				M1_HS002_Head	1		230|228|255|91	1	161|161|154|255	1	29|23|23|91	1																		
27007	Player/Characters/M1/Prefab/M1_HS002_Head.prefab		head	华山（男）校服T2·颜色3				M1_HS002_Head	1		255|204|149|96	1	241|241|241|255	1	28|22|22|72	1																		
27008	Player/Characters/M1/Prefab/M1_HS002_Head.prefab		head	华山（男）校服T2·颜色4				M1_HS002_Head	1		47|129|178|75	1	255|255|255|109	1	28|24|24|93	1																		
27009	Player/Characters/M1/Prefab/M1_HS003_Head.prefab		head	华山（男）校服T3·颜色1		1		M1_HS003_Head	0		255|255|255|137	1	247|239|212|110	1	65|55|48|11	1																		
27010	Player/Characters/M1/Prefab/M1_HS003_Head.prefab		head	华山（男）校服T3·颜色2				M1_HS003_Head	1		251|194|133|102	1.19	247|239|212|110	1	65|55|48|11	1																		
27011	Player/Characters/M1/Prefab/M1_HS003_Head.prefab		head	华山（男）校服T3·颜色3				M1_HS003_Head	1		253|255|254|31	1.23	247|239|212|110	1	65|55|48|11	1																		
27012	Player/Characters/M1/Prefab/M1_HS003_Head.prefab		head	华山（男）校服T3·颜色4				M1_HS003_Head	1		213|160|125|69	1.57	247|239|212|110	1	65|55|48|11	1																		
27013	Player/Characters/M1/Prefab/M1_HS001_Head.prefab		head	华山（男）校服T1·颜色5				M1_HS001_Head	1		255|244|221|51	1	255|255|255|94	1	49|42|38|0	1																		
27014	Player/Characters/M1/Prefab/M1_HS002_Head.prefab		head	华山（男）校服T2·颜色5				M1_HS002_Head	1		211|46|104|75	1	255|255|255|109	1	28|24|24|93	1																		
27015	Player/Characters/M1/Prefab/M1_HS003_Head.prefab		head	华山（男）校服T3·颜色5				M1_HS003_Head	1		238|216|194|24	1.42	247|239|212|110	1	65|55|48|11	1																		
27016	Player/Characters/M1/Prefab/M1_HS004_Head.prefab		head	华山（男）校服T4·颜色1				M1_HS004_Head	1		219|216|211|255	0.75	223|157|75|131	1.04	29|24|21|51	1.4																		
27017	Player/Characters/M1/Prefab/M1_HS004_Head.prefab		head	华山（男）校服T4·颜色2				M1_HS004_Head	1		168|132|86|110	1.43	223|157|75|131	1	29|24|21|51	1																		
27018	Player/Characters/M1/Prefab/M1_HS004_Head.prefab		head	华山（男）校服T4·颜色3				M1_HS004_Head	1		255|248|221|136	1	223|157|75|131	1	29|24|21|51	1																		
27019	Player/Characters/M1/Prefab/M1_HS004_Head.prefab		head	华山（男）校服T4·颜色4				M1_HS004_Head	1		87|201|217|133	1.1	223|157|75|131	1	29|24|21|51	1																		
27020	Player/Characters/M1/Prefab/M1_HS004_Head.prefab		head	华山（男）校服T4·颜色5																														
27501	Player/Characters/F2/Prefab/F2_HS001_Head.prefab		head	华山（女）校服T1·颜色1		1		F2_HS001_Head	0		255|240|159|88	1	255|255|255|185	1	54|45|33|0	1																		
27502	Player/Characters/F2/Prefab/F2_HS001_Head.prefab		head	华山（女）校服T1·颜色2				F2_HS001_Head	1		255|244|183|88	1	255|255|255|185	1	54|45|33|0	1																		
27503	Player/Characters/F2/Prefab/F2_HS001_Head.prefab		head	华山（女）校服T1·颜色3				F2_HS001_Head	1		255|240|159|88	1	255|255|255|185	1	54|45|33|0	1																		
27504	Player/Characters/F2/Prefab/F2_HS001_Head.prefab		head	华山（女）校服T1·颜色4				F2_HS001_Head	1		255|252|240|88	1	255|255|255|185	1	54|45|33|0	1																		
27505	Player/Characters/F2/Prefab/F2_HS002_Head.prefab		head	华山（女）校服T2·颜色1		1		F2_HS002_Head	0		255|232|232|96	1	61|51|47|11	1	255|255|255|255	1																		
27506	Player/Characters/F2/Prefab/F2_HS002_Head.prefab		head	华山（女）校服T2·颜色2		1		F2_HS002_Head	0		255|232|232|104	1	61|51|47|11	1	255|255|255|255	1																		
27507	Player/Characters/F2/Prefab/F2_HS002_Head.prefab		head	华山（女）校服T2·颜色3				F2_HS002_Head	1		153|230|251|88	1	61|51|47|11	1	255|255|255|255	1																		
27508	Player/Characters/F2/Prefab/F2_HS002_Head.prefab		head	华山（女）校服T2·颜色4				F2_HS002_Head	1		179|245|255|118	1	61|51|47|11	1	255|255|255|255	1																		
27509	Player/Characters/F2/Prefab/F2_HS003_Head.prefab		head	华山（女）校服T3·颜色1		1		F2_HS003_Head	0		255|255|255|18	1	255|255|255|131	1	44|41|36|39	1																		
27510	Player/Characters/F2/Prefab/F2_HS003_Head.prefab		head	华山（女）校服T3·颜色2				F2_HS003_Head	1		251|255|187|18	1	255|255|255|131	1	44|41|36|39	1																		
27511	Player/Characters/F2/Prefab/F2_HS003_Head.prefab		head	华山（女）校服T3·颜色3				F2_HS003_Head	1		200|250|255|58	1	255|255|255|131	1	44|41|36|39	1																		
27512	Player/Characters/F2/Prefab/F2_HS003_Head.prefab		head	华山（女）校服T3·颜色4				F2_HS003_Head	1		230|246|255|102	1	255|255|255|131	1	44|41|36|39	1																		
27513	Player/Characters/F2/Prefab/F2_HS001_Head.prefab		head	华山（女）校服T1·颜色5				F2_HS001_Head	1		240|255|254|88	1	255|255|255|185	1	54|45|33|0	1																		
27514	Player/Characters/F2/Prefab/F2_HS002_Head.prefab		head	华山（女）校服T2·颜色5				F2_HS002_Head	1		255|230|165|118	1.03	61|51|47|11	1	255|255|255|255	1																		
27515	Player/Characters/F2/Prefab/F2_HS003_Head.prefab		head	华山（女）校服T3·颜色5				F2_HS003_Head	1		255|226|189|102	1	255|255|255|131	1	44|41|36|39	1																		
27516	Player/Characters/F2/Prefab/F2_HS004_Head.prefab		head	华山（女）校服T4·颜色1		1		F2_HS004_Head	0		255|253|240|155	1	41|34|31|23	1	255|255|255|120	1																		
27517	Player/Characters/F2/Prefab/F2_HS004_Head.prefab		head	华山（女）校服T4·颜色2				F2_HS004_Head	1		168|244|255|155	1	41|34|31|23	1	241|67|193|120	1																		
27518	Player/Characters/F2/Prefab/F2_HS004_Head.prefab		head	华山（女）校服T4·颜色3				F2_HS004_Head	1		255|228|118|155	1.19	41|34|31|23	1	240|60|104|120	1																		
27519	Player/Characters/F2/Prefab/F2_HS004_Head.prefab		head	华山（女）校服T4·颜色4				F2_HS004_Head	1		118|255|243|155	1.19	41|34|31|23	1	255|225|61|120	1.08																		
27520	Player/Characters/F2/Prefab/F2_HS004_Head.prefab		head	华山（女）校服T4·颜色5																														
30001	Player/Characters/F1/Prefab/F1_W014A_Head.prefab		head	萝莉绿帽外装																														
30002	Player/Characters/F2/Prefab/F2_W014A_Head.prefab		head	标女绿帽外装																														
30003	Player/Characters/M1/Prefab/M1_W014A_Head.prefab		head	标男绿帽外装																														
30004	Player/Characters/M2/Prefab/M2_W014A_Head.prefab		head	壮男绿帽外装																														
40001	Player/Characters/M1/Prefab/M1_VN_W001_Head.prefab		head	M1成男外装VN1·颜色1		越南外装																												
40002	Player/Characters/M2/Prefab/M2_VN_W001_Head.prefab		head	M2壮男外装VN1·颜色1		越南外装																												
40003	Player/Characters/F1/Prefab/F1_VN_W001_Head.prefab		head	F1萝莉外装VN1·颜色1		越南外装																												
40004	Player/Characters/F2/Prefab/F2_VN_W001_Head.prefab		head	F2标女外装VN1·颜色1		越南外装																												
